customerId,name,email,phone,address,avatarUrl,tier,status,password,walletBalance
C-00021,Tran Van Thanh,tranthanh21@gmail.com,0951123039,Ha Noi,,SILVER,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00022,Vu Van Hung,vuhung22@gmail.com,0957823713,Ha Noi,,SILVER,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00023,Dang Van Minh,dangminh23@gmail.com,0972730111,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00024,Vu Van Hieu,vuhieu24@gmail.com,0954706442,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00025,Dang Van Cuong,dangcuong25@gmail.com,0910948638,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00026,Bui Van Phuc,buiphuc26@gmail.com,0944760310,Ha Noi,,DIAMOND,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00027,Vu Van Son,vuson27@gmail.com,0920748022,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00028,Phan Van Minh,phanminh28@gmail.com,0911620451,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00029,Pham Van Phuc,phamphuc29@gmail.com,0987737732,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00030,Tran Van Hung,tranhung30@gmail.com,0966433224,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00031,Bui Van Cuong,buicuong31@gmail.com,0973375797,Ha Noi,,SILVER,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00032,Pham Van Hieu,phamhieu32@gmail.com,0960126177,Ha Noi,,SILVER,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00033,Vo Van Anh,voanh33@gmail.com,0967353311,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00034,Vo Van Anh,voanh34@gmail.com,0929031281,Ha Noi,,SILVER,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00035,Phan Van Hung,phanhung35@gmail.com,0995733908,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00036,Vo Van Cuong,vocuong36@gmail.com,0914304819,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00037,Vo Van Nam,vonam37@gmail.com,0989319913,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00038,Hoang Van Linh,hoanglinh38@gmail.com,0989918494,Ha Noi,,SILVER,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00039,Tran Van Trung,trantrung39@gmail.com,0962445297,Ha Noi,,GOLD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00040,Vo Van Hieu,vohieu40@gmail.com,0974687899,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00041,Bui Van Binh,buibinh41@gmail.com,0931448732,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00042,Vo Van Quang,voquang42@gmail.com,0964517490,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00043,Vu Van Dung,vudung43@gmail.com,0980077296,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00044,Tran Van Minh,tranminh44@gmail.com,0957824954,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00045,Phan Van Quang,phanquang45@gmail.com,0964214264,Ha Noi,,SILVER,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00046,Dang Van Phuc,dangphuc46@gmail.com,0924177554,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00047,Hoang Van Minh,hoangminh47@gmail.com,0929817375,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00048,Le Van Quang,lequang48@gmail.com,0994900939,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00049,Dang Van Thanh,dangthanh49@gmail.com,0917512730,Ha Noi,,SILVER,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00050,Bui Van Quang,buiquang50@gmail.com,0910245766,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00051,Tran Van Quang,tranquang51@gmail.com,0983185770,Ha Noi,,GOLD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00052,Phan Van Son,phanson52@gmail.com,0979306401,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00053,Nguyen Van Thanh,nguyenthanh53@gmail.com,0995597071,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00054,Vu Van Son,vuson54@gmail.com,0916043771,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00055,Dang Van Hung,danghung55@gmail.com,0988995836,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00056,Vu Van Phuc,vuphuc56@gmail.com,0983486610,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00057,Vo Van Khanh,vokhanh57@gmail.com,0988265864,Ha Noi,,GOLD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00058,Bui Van Anh,buianh58@gmail.com,0963274990,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00059,Vu Van Minh,vuminh59@gmail.com,0918571440,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00060,Vo Van Anh,voanh60@gmail.com,0916237013,Ha Noi,,SILVER,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00061,Pham Van Hung,phamhung61@gmail.com,0945440566,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00062,Bui Van Dung,buidung62@gmail.com,0923739916,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00063,Vu Van Thanh,vuthanh63@gmail.com,0930808309,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00064,Tran Van Cuong,trancuong64@gmail.com,0919426269,Ha Noi,,SILVER,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00065,Nguyen Van Dung,nguyendung65@gmail.com,0982174983,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00066,Bui Van Phuc,buiphuc66@gmail.com,0938410721,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00067,Tran Van Binh,tranbinh67@gmail.com,0930390614,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00068,Bui Van Khanh,buikhanh68@gmail.com,0922644059,Ha Noi,,SILVER,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00069,Le Van Binh,lebinh69@gmail.com,0951365871,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00070,Le Van Quang,lequang70@gmail.com,0917886894,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00071,Nguyen Van Hung,nguyenhung71@gmail.com,0973015186,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00072,Bui Van Minh,buiminh72@gmail.com,0978985032,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00073,Phan Van Nam,phannam73@gmail.com,0926685955,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00074,Phan Van Binh,phanbinh74@gmail.com,0972748933,Ha Noi,,GOLD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00075,Vu Van Dung,vudung75@gmail.com,0936547788,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00076,Bui Van Binh,buibinh76@gmail.com,0932163412,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00077,Le Van Binh,lebinh77@gmail.com,0922612479,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00078,Vu Van Cuong,vucuong78@gmail.com,0929642418,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00079,Tran Van Phuc,tranphuc79@gmail.com,0965222588,Ha Noi,,GOLD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00080,Le Van Anh,leanh80@gmail.com,0967801139,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00081,Dang Van Son,dangson81@gmail.com,0935302990,Ha Noi,,GOLD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00082,Vu Van Binh,vubinh82@gmail.com,0951435909,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00083,Bui Van Cuong,buicuong83@gmail.com,0913006422,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00084,Pham Van Dung,phamdung84@gmail.com,0991735415,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00085,Nguyen Van Minh,nguyenminh85@gmail.com,0941223741,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00086,Hoang Van Phuc,hoangphuc86@gmail.com,0980763742,Ha Noi,,SILVER,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00087,Vo Van Hieu,vohieu87@gmail.com,0993968841,Ha Noi,,GOLD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00088,Phan Van Dung,phandung88@gmail.com,0934211087,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00089,Dang Van Dung,dangdung89@gmail.com,0986327491,Ha Noi,,GOLD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00090,Le Van Khanh,lekhanh90@gmail.com,0911248334,Ha Noi,,SILVER,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00091,Hoang Van Quang,hoangquang91@gmail.com,0986456912,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00092,Vo Van Nam,vonam92@gmail.com,0967228811,Ha Noi,,GOLD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00093,Nguyen Van Binh,nguyenbinh93@gmail.com,0960566022,Ha Noi,,STANDARD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00094,Le Van Quang,lequang94@gmail.com,0991868864,Ha Noi,,SILVER,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
C-00095,Dang Van Hung,danghung95@gmail.com,0955029414,Ha Noi,,GOLD,ACTIVE,"$argon2id$v=19$m=19456,t=2,p=1$pAMrcZvnf82snB7mZk6yYg$IO2e2aDrDVQgfOw+5PnFfopwVEP9uZtMB4Lf2rJp2Z0",10000000
